instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport66,1001.526316,0.755020,0.348814,1.103834,104637,7608,27505,27505,2
airport69,3.260652,0.647220,0.531855,1.179075,79535,7297,26971,26971,2
airport65,1001.105263,0.870918,0.999497,1.870415,119964,9800,37142,37142,2
airport67,1002.418546,0.728261,0.637475,1.365736,100856,7924,29577,29577,2
airport75,1001.105263,0.731222,0.418057,1.149279,100420,7457,26804,26804,1
airport80,1.734336,0.625657,0.904640,1.530297,87292,7110,25322,25322,0
airport7,1001.105263,0.571079,0.603774,1.174853,79584,7059,25997,25997,0
airport68,1001.210526,0.802638,0.469684,1.272322,109092,8198,29903,29903,2
airport70,1.872180,0.713694,1.636598,2.350292,98259,10071,40648,40648,1
airport74,1003.260652,0.793900,0.849886,1.643786,109236,8567,31218,31218,1
airport79,1.681704,0.812850,1.210256,2.023106,97850,9581,38204,38204,0
airport73,0.761905,0.824663,0.896498,1.721161,113761,8378,30308,30308,1
airport81,1.105263,0.592089,0.690592,1.282681,79269,6824,24674,24674,0
airport77,3.260652,0.589771,0.962025,1.551796,80673,7886,30465,30465,1
airport78,2002.428571,0.703776,0.673086,1.376862,95958,8273,30944,30944,1
airport76,1001.681704,0.802113,0.791893,1.594006,95608,8025,29644,29644,1
airport82,1.681704,0.605081,1.038065,1.643146,83216,7496,27516,27516,0
airport84,1.157895,0.785409,0.433826,1.219235,95837,8124,30362,30362,0
airport72,1.210526,0.603223,0.421433,1.024656,83228,7197,26612,26612,2
airport6,1.421053,0.804793,0.877552,1.682345,111810,9593,38357,38357,2
airport86,1.681704,0.549831,0.819666,1.369497,76560,7278,28002,28002,0
airport85,1000.807018,0.832035,0.629551,1.461586,113908,8626,32073,32073,0
airport71,1.744361,0.650749,0.777808,1.428557,83008,6966,25352,25352,2
airport75,1001.105263,0.737046,0.396325,1.133371,100442,7479,26837,26837,2
airport80,1.734336,0.627588,0.922020,1.549608,87304,7122,25340,25340,1
airport87,1.681704,0.627692,1.477558,2.105250,86592,9735,39864,39864,0
airport83,1.894737,0.629615,0.492379,1.121994,87174,7158,26544,26544,0
airport70,1.872180,0.715301,1.660463,2.375764,98263,10075,40654,40654,2
airport79,1.681704,0.709755,1.315277,2.025032,97870,9601,38234,38234,1
airport73,0.761905,0.822810,0.876446,1.699256,113781,8398,30338,30338,2
airport74,1003.260652,0.799049,0.933446,1.732495,109250,8581,31239,31239,2
airport81,1.105263,0.572040,0.712147,1.284187,79287,6842,24701,24701,1
airport77,3.260652,0.579908,0.976027,1.555935,80679,7892,30474,30474,2
airport78,2002.428571,0.699787,0.731920,1.431707,95974,8289,30968,30968,2
airport88,3000.000000,0.764000,0.606180,1.370180,104750,8477,31424,31424,0
airport8,2001.210526,0.898401,0.538709,1.437110,114679,8433,30968,30968,0
airport82,1.681704,0.606498,0.859148,1.465646,83224,7504,27528,27528,1
airport84,1.105263,0.702180,0.734237,1.436417,95861,8148,30398,30398,1
airport91,1001.473684,0.579223,0.584809,1.164032,79141,7027,26254,26254,0
airport7,1001.105263,0.670675,0.604596,1.275271,79594,7069,26012,26012,1
airport76,1003.260652,0.704301,1.097772,1.802073,95622,8039,29665,29665,2
